h,T,T0,heff,Hfield,m_mean,m_err,meas_bins
0.1,1.99088,2.05332,-0.00173796,-0.00173796,-0.681839,0.000577489,1000
0.1,1.99288,2.05332,-0.00168192,-0.00168192,-0.674287,0.000587839,1000
0.1,1.99332,2.05332,-0.00166964,-0.00166964,-0.672152,0.000595651,1000
0.1,1.99488,2.05332,-0.00162591,-0.00162591,-0.665382,0.000637232,1000
0.1,1.99688,2.05332,-0.00156992,-0.00156992,-0.65635,0.00067354,1000
0.1,1.99888,2.05332,-0.00151396,-0.00151396,-0.646945,0.000705914,1000
0.1,2,2.05332,-0.00148272,-0.00148272,-0.641416,0.000715136,1000
0.1,2.00088,2.05332,-0.00145803,-0.00145803,-0.637155,0.000740404,1000
0.1,2.00288,2.05332,-0.00140212,-0.00140212,-0.626219,0.000804333,1000
0.1,2.00332,2.05332,-0.00138987,-0.00138987,-0.623438,0.000828933,1000
0.1,2.00488,2.05332,-0.00134624,-0.00134624,-0.613711,0.000869488,1000
0.1,2.00688,2.05332,-0.00129039,-0.00129039,-0.600194,0.000963476,1000
0.1,2.00888,2.05332,-0.00123456,-0.00123456,-0.584225,0.00109989,1000
0.1,2.01088,2.05332,-0.00117877,-0.00117877,-0.567835,0.00119855,1000
0.1,2.01288,2.05332,-0.001123,-0.001123,-0.547915,0.00138016,1000
0.1,2.01332,2.05332,-0.00111078,-0.00111078,-0.543,0.00142135,1000
0.1,2.01488,2.05332,-0.00106725,-0.00106725,-0.525749,0.00156908,1000
0.1,2.01688,2.05332,-0.00101154,-0.00101154,-0.501339,0.00187427,1000
0.1,2.02332,2.05332,-0.000832363,-0.000832363,-0.402902,0.00266615,1000
0.1,2.02688,2.05332,-0.000733369,-0.000733369,-0.340585,0.00298324,1000
0.1,2.03332,2.05332,-0.000554645,-0.000554645,-0.223945,0.00295159,1000
0.1,2.03532,2.05332,-0.000499186,-0.000499186,-0.19082,0.00283048,1000
0.1,2.03688,2.05332,-0.000455901,-0.000455901,-0.167053,0.00278021,1000
0.1,2.03732,2.05332,-0.000443754,-0.000443754,-0.160044,0.00276843,1000
0.1,2.03932,2.05332,-0.000388352,-0.000388352,-0.130952,0.00271451,1000
0.1,2.04132,2.05332,-0.000332977,-0.000332977,-0.104267,0.00261047,1000
0.1,2.04332,2.05332,-0.000277632,-0.000277632,-0.0793479,0.00250836,1000
0.1,2.04532,2.05332,-0.000222314,-0.000222314,-0.0588047,0.00241725,1000
0.1,2.04688,2.05332,-0.000179141,-0.000179141,-0.0438281,0.00229835,1000
0.1,2.04732,2.05332,-0.000167026,-0.000167026,-0.0392654,0.00228722,1000
0.1,2.04932,2.05332,-0.000111766,-0.000111766,-0.0215807,0.00220923,1000
0.1,2.05132,2.05332,-5.65351e-05,-5.65351e-05,-0.00576259,0.00217463,1000
0.1,2.05332,2.05332,-1.33308e-06,-1.33308e-06,0.00752537,0.00202522,1000
0.1,2.05532,2.05332,5.384e-05,5.384e-05,0.0200663,0.0019507,1000
0.1,2.05688,2.05332,9.69008e-05,9.69008e-05,0.0282631,0.00190123,1000
0.1,2.05732,2.05332,0.000108984,0.000108984,0.0313471,0.00190096,1000
0.1,2.05932,2.05332,0.000164099,0.000164099,0.0418138,0.00187413,1000
0.1,2.06132,2.05332,0.000219184,0.000219184,0.05176,0.00184727,1000
0.1,2.06332,2.05332,0.000274241,0.000274241,0.0593756,0.00178448,1000
0.1,2.06532,2.05332,0.000329268,0.000329268,0.0670555,0.00166817,1000
0.1,2.06688,2.05332,0.000372214,0.000372214,0.0717236,0.00160927,1000
0.1,2.06732,2.05332,0.000384265,0.000384265,0.0733022,0.0015894,1000
0.1,2.06932,2.05332,0.000439233,0.000439233,0.0788072,0.00157407,1000
0.1,2.07132,2.05332,0.000494172,0.000494172,0.0829739,0.00157104,1000
0.1,2.07332,2.05332,0.00054908,0.00054908,0.0865592,0.00152502,1000
0.1,2.07688,2.05332,0.00064679,0.00064679,0.0935412,0.001516,1000
0.1,2.08332,2.05332,0.000823177,0.000823177,0.102966,0.0015779,1000
0.1,2.09332,2.05332,0.00109652,0.00109652,0.111418,0.00142662,1000
0.1,2.1,2.05332,0.00127866,0.00127866,0.114228,0.00135805,1000
0.1,2.10332,2.05332,0.00136911,0.00136911,0.115354,0.00134323,1000
0.1,2.11332,2.05332,0.00164093,0.00164093,0.118081,0.00134474,1000
0.1,2.12332,2.05332,0.00191197,0.00191197,0.120146,0.00139021,1000
0.1,2.13332,2.05332,0.00218223,0.00218223,0.119098,0.00151113,1000
0.1,2.2,2.05332,0.00396377,0.00396377,0.113946,0.00176318,1000
0.1,2.3,2.05332,0.00656613,0.00656613,0.0957726,0.00120438,1000
0.1,2.4,2.05332,0.00908177,0.00908177,0.0834986,0.000866503,1000
0.1,2.5,2.05332,0.0115087,0.0115087,0.075097,0.000670272,1000
0.1,2.6,2.05332,0.0138464,0.0138464,0.0666692,0.000500083,1000
0.1,2.7,2.05332,0.0160955,0.0160955,0.0613604,0.000414503,1000
0.1,2.8,2.05332,0.0182576,0.0182576,0.056431,0.000331485,1000
0.1,2.9,2.05332,0.0203347,0.0203347,0.0524865,0.000290015,1000
0.1,3,2.05332,0.0223294,0.0223294,0.0495214,0.000270033,1000
