h,T,T0,heff,Hfield,m_mean,m_err,meas_bins
0.1,2.06932,2.05332,0.000439233,0.000439233,0.884523,6.31844e-05,2000
0.1,2.07132,2.05332,0.000494172,0.000494172,0.883623,6.37494e-05,2000
0.1,2.07332,2.05332,0.00054908,0.00054908,0.882845,6.64399e-05,2000
0.1,2.08332,2.05332,0.000823177,0.000823177,0.878184,7.34583e-05,2000
0.1,2.09332,2.05332,0.00109652,0.00109652,0.873313,7.98694e-05,2000
0.1,2.1,2.05332,0.00127866,0.00127866,0.870044,8.2337e-05,2000
0.1,2.10332,2.05332,0.00136911,0.00136911,0.868373,8.43778e-05,2000
0.1,2.11332,2.05332,0.00164093,0.00164093,0.862977,9.51221e-05,2000
0.1,2.12332,2.05332,0.00191197,0.00191197,0.857256,0.00010803,2000
0.1,2.13332,2.05332,0.00218223,0.00218223,0.851397,0.000142531,2000
0.1,2.18919,2.05332,0.00367729,0.00367729,0.808985,0.000201745,2000
0.1,2.19919,2.05332,0.00394223,0.00394223,0.79975,0.000184935,2000
0.1,2.2,2.05332,0.00396377,0.00396377,0.798832,0.000186792,2000
0.1,2.20919,2.05332,0.00420634,0.00420634,0.789547,0.000206407,2000
0.1,2.21919,2.05332,0.00446961,0.00446961,0.778583,0.000219903,2000
0.1,2.22919,2.05332,0.00473205,0.00473205,0.767279,0.000237755,2000
0.1,2.23919,2.05332,0.00499365,0.00499365,0.75462,0.000249613,2000
0.1,2.24919,2.05332,0.00525439,0.00525439,0.740972,0.000240456,2000
0.1,2.25119,2.05332,0.00530644,0.00530644,0.738119,0.000238262,2000
0.1,2.25319,2.05332,0.00535845,0.00535845,0.735024,0.000236636,2000
0.1,2.25519,2.05332,0.00541043,0.00541043,0.732032,0.000241796,2000
0.1,2.25719,2.05332,0.00546238,0.00546238,0.729194,0.000242061,2000
0.1,2.25919,2.05332,0.00551429,0.00551429,0.726229,0.000239152,2000
0.1,2.26119,2.05332,0.00556617,0.00556617,0.722906,0.000241898,2000
0.1,2.26319,2.05332,0.00561801,0.00561801,0.719796,0.000245046,2000
0.1,2.26519,2.05332,0.00566982,0.00566982,0.716625,0.000251043,2000
0.1,2.26719,2.05332,0.00572159,0.00572159,0.713769,0.000251539,2000
0.1,2.26919,2.05332,0.00577333,0.00577333,0.710466,0.000258514,2000
0.1,2.27119,2.05332,0.00582503,0.00582503,0.707364,0.000261526,2000
0.1,2.27319,2.05332,0.0058767,0.0058767,0.703802,0.000266908,2000
0.1,2.27519,2.05332,0.00592834,0.00592834,0.700375,0.000269896,2000
0.1,2.27719,2.05332,0.00597994,0.00597994,0.696963,0.000276705,2000
0.1,2.27919,2.05332,0.00603151,0.00603151,0.693459,0.000284566,2000
0.1,2.28119,2.05332,0.00608304,0.00608304,0.689952,0.000290966,2000
0.1,2.28319,2.05332,0.00613454,0.00613454,0.686365,0.000293866,2000
0.1,2.28519,2.05332,0.006186,0.006186,0.682496,0.000305151,2000
0.1,2.28719,2.05332,0.00623743,0.00623743,0.678921,0.00031798,2000
0.1,2.28919,2.05332,0.00628883,0.00628883,0.674812,0.000334991,2000
0.1,2.29919,2.05332,0.00654528,0.00654528,0.654527,0.000393421,2000
0.1,2.3,2.05332,0.00656613,0.00656613,0.652748,0.000402018,2000
0.1,2.30919,2.05332,0.00680086,0.00680086,0.632695,0.000487244,2000
0.1,2.31919,2.05332,0.00705558,0.00705558,0.610233,0.000546677,2000
0.1,2.32919,2.05332,0.00730941,0.00730941,0.586528,0.000584619,2000
0.1,2.33919,2.05332,0.00756238,0.00756238,0.562977,0.000670659,2000
0.1,2.34919,2.05332,0.00781446,0.00781446,0.539139,0.000828461,2000
0.1,2.4,2.05332,0.00908177,0.00908177,0.421226,0.00132161,2000
0.1,2.5,2.05332,0.0115087,0.0115087,0.26027,0.00117241,2000
0.1,2.6,2.05332,0.0138464,0.0138464,0.181734,0.000843818,2000
0.1,2.7,2.05332,0.0160955,0.0160955,0.138398,0.000637436,2000
0.1,2.8,2.05332,0.0182576,0.0182576,0.114492,0.000483603,2000
0.1,2.9,2.05332,0.0203347,0.0203347,0.0976746,0.000398477,2000
0.1,3,2.05332,0.0223294,0.0223294,0.0855907,0.00033369,2000
